Log_ID,User_ID,Log_Date,Activity_Type,Duration_Minutes,Calories_Burned,Steps_Count,Avg_Heart_Rate_BPM,Sleep_Hours,Water_Intake_Liters,Mood_Rating
LOG-501656,USR-2190,2024-06-17,Cycling,66,200,18980,121,6.1,1.4,3
LOG-503122,USR-2064,2024-06-17,Cycling,50,100,3696,112,5.2,2.7,4
LOG-501425,USR-2023,2024-06-17,Gym Workout,46,723,11502,155,5.7,3.3,3
LOG-502426,USR-2006,2024-06-17,Running,40,160,1052,127,5.1,3.3,2
LOG-502255,USR-2124,2024-06-17,Walking,37,782,19423,168,9.0,2.8,3
LOG-500554,USR-2196,2024-06-17,Swimming,65,235,932,157,8.0,3.4,2
LOG-503229,USR-2258,2024-06-17,Gym Workout,108,274,7514,170,7.6,4.0,1
LOG-500465,USR-2257,2024-06-18,Walking,12,630,13064,122,6.6,1.1,3
LOG-500171,USR-2138,2024-06-18,HIIT,53,755,14186,92,4.3,2.7,3
LOG-502134,USR-2026,2024-06-18,Running,60,623,7684,165,8.2,2.5,4
LOG-500617,USR-2281,2024-06-18,Swimming,85,466,4848,91,8.2,3.5,2
LOG-501835,USR-2051,2024-06-18,Walking,55,233,17813,137,4.5,3.1,2
LOG-503446,USR-2066,2024-06-18,Cycling,11,749,1512,167,6.3,0.8,2
LOG-501575,USR-2114,2024-06-19,Cycling,47,674,7445,155,4.9,1.0,5
LOG-502831,USR-2051,2024-06-19,Swimming,75,382,10206,146,8.7,2.7,3
LOG-501587,USR-2140,2024-06-19,Walking,64,642,19181,103,5.6,3.1,5
LOG-500452,USR-2016,2024-06-19,Cycling,47,566,3546,92,4.2,0.5,5
LOG-500928,USR-2263,2024-06-19,Walking,28,485,8105,165,4.4,0.8,1
LOG-500215,USR-2017,2024-06-19,HIIT,94,394,12071,173,5.3,0.8,1
LOG-502191,USR-2256,2024-06-19,Swimming,35,759,3754,155,5.4,3.3,4
LOG-500285,USR-2280,2024-06-20,Running,14,644,6492,153,4.3,3.0,3
LOG-502395,USR-2065,2024-06-20,Swimming,40,715,9766,155,6.2,1.5,5
LOG-501027,USR-2237,2024-06-20,HIIT,99,673,6260,114,5.4,3.9,2
LOG-500352,USR-2131,2024-06-20,Walking,17,383,12953,120,4.8,1.9,1
LOG-501807,USR-2240,2024-06-20,Swimming,15,325,1851,153,5.2,2.0,2
LOG-501484,USR-2046,2024-06-20,Gym Workout,115,723,1133,157,7.5,1.5,3
LOG-502476,USR-2240,2024-06-20,Swimming,48,509,14043,107,7.4,0.6,3
LOG-502594,USR-2020,2024-06-21,HIIT,42,75,14088,74,6.9,1.3,4
LOG-503292,USR-2080,2024-06-21,Cycling,34,540,5314,94,5.1,3.5,1
LOG-503014,USR-2047,2024-06-21,Yoga,12,350,17870,147,5.7,2.6,2
LOG-503162,USR-2188,2024-06-21,Gym Workout,39,576,10285,155,7.8,3.7,2
LOG-500213,USR-2154,2024-06-21,Gym Workout,97,152,10825,106,8.4,1.9,4
LOG-502664,USR-2122,2024-06-21,Swimming,30,474,16435,175,8.2,1.6,1
LOG-501707,USR-2099,2024-06-21,HIIT,31,780,3979,138,8.1,0.8,1
LOG-500702,USR-2174,2024-06-22,Cycling,49,497,15693,79,6.2,1.0,4
LOG-503215,USR-2085,2024-06-22,Running,49,620,10062,81,4.0,1.7,1
LOG-500484,USR-2193,2024-06-22,Running,61,215,7127,95,8.4,1.4,3
LOG-500913,USR-2029,2024-06-22,Yoga,88,485,2551,141,4.4,2.5,2
LOG-503257,USR-2097,2024-06-22,HIIT,102,380,3657,111,5.7,2.6,2
LOG-501935,USR-2147,2024-06-22,Swimming,51,617,6849,129,7.7,2.5,5
LOG-502181,USR-2220,2024-06-22,Swimming,84,570,16646,74,8.5,1.2,2
LOG-503280,USR-2280,2024-06-22,HIIT,64,239,6553,151,4.5,1.2,2
LOG-502710,USR-2118,2024-06-22,Swimming,100,165,2350,151,5.8,1.5,2
LOG-502543,USR-2255,2024-06-23,Cycling,43,773,16078,178,7.7,2.8,3
LOG-501094,USR-2008,2024-06-23,Gym Workout,84,294,2132,156,6.1,3.8,4
LOG-501445,USR-2051,2024-06-23,Swimming,113,117,1173,83,8.8,1.2,1
LOG-501731,USR-2137,2024-06-23,Cycling,22,668,7124,112,6.0,4.0,1
LOG-500440,USR-2182,2024-06-23,Swimming,44,245,8863,143,7.7,1.5,4
LOG-501770,USR-2212,2024-06-23,Gym Workout,111,505,15182,109,5.6,2.2,4
LOG-501778,USR-2076,2024-06-23,Cycling,45,575,8894,106,6.0,1.6,5
LOG-501508,USR-2088,2024-06-23,Walking,55,595,8966,88,6.6,2.5,1
LOG-502567,USR-2225,2024-06-23,Gym Workout,92,92,5547,156,8.4,2.7,1
LOG-501806,USR-2144,2024-06-24,Running,97,458,12348,178,5.9,1.1,3
LOG-502132,USR-2009,2024-06-24,HIIT,91,288,6523,160,5.9,2.8,5
LOG-501947,USR-2037,2024-06-24,Cycling,71,736,5865,138,8.5,3.8,1
LOG-502012,USR-2181,2024-06-24,Yoga,69,837,6133,96,6.7,2.0,5
LOG-501267,USR-2093,2024-06-24,Gym Workout,27,622,13558,164,4.2,0.8,4
LOG-502948,USR-2051,2024-06-24,Walking,17,381,6444,79,8.3,3.4,5
LOG-501740,USR-2065,2024-06-24,Gym Workout,14,494,12140,152,4.2,2.4,4
LOG-500905,USR-2000,2024-06-24,Gym Workout,77,596,18257,141,7.5,1.5,4
LOG-501874,USR-2142,2024-06-25,Swimming,38,844,18269,97,8.3,3.6,1
LOG-502573,USR-2013,2024-06-25,Running,30,150,9787,133,5.3,1.7,5
LOG-501519,USR-2123,2024-06-25,Swimming,54,884,9848,124,6.3,2.3,3
LOG-502133,USR-2148,2024-06-25,Running,69,332,2281,88,6.7,2.9,1
LOG-503287,USR-2006,2024-06-25,Swimming,32,723,7674,136,4.7,3.5,5
LOG-500657,USR-2204,2024-06-25,HIIT,76,314,13984,117,8.0,1.9,1
LOG-501464,USR-2075,2024-06-25,Gym Workout,83,548,13891,94,4.5,3.5,1
LOG-502805,USR-2005,2024-06-25,Running,26,394,12643,131,4.9,0.6,3
LOG-501551,USR-2111,2024-06-25,HIIT,79,458,11368,147,6.5,3.6,4
LOG-501825,USR-2040,2024-06-25,HIIT,111,261,1371,131,7.6,2.0,1
LOG-502714,USR-2289,2024-06-25,Yoga,22,588,12682,149,6.6,2.0,1
LOG-500070,USR-2249,2024-06-25,Running,83,814,11583,161,5.5,3.7,4
LOG-500183,USR-2282,2024-06-25,Swimming,90,174,1177,127,8.5,0.8,3
LOG-501552,USR-2017,2024-06-26,Cycling,97,744,4364,84,8.6,3.0,5
LOG-502474,USR-2104,2024-06-26,Gym Workout,12,194,11268,94,8.5,2.5,5
LOG-500404,USR-2032,2024-06-26,Swimming,79,518,13280,139,6.6,3.4,1
LOG-502290,USR-2073,2024-06-26,Running,99,149,8664,77,5.8,0.6,2
LOG-503251,USR-2266,2024-06-26,Swimming,68,513,562,113,7.0,1.7,5
LOG-501514,USR-2213,2024-06-26,Gym Workout,40,694,16506,79,5.4,2.4,3
LOG-500433,USR-2233,2024-06-26,Cycling,15,781,4549,169,6.2,1.0,3
LOG-501346,USR-2143,2024-06-26,Walking,105,874,19898,154,7.9,1.9,5
LOG-500371,USR-2016,2024-06-26,Cycling,89,227,11475,139,6.8,1.4,3
LOG-502441,USR-2036,2024-06-26,HIIT,40,561,14792,125,8.8,2.8,1
LOG-502518,USR-2206,2024-06-26,Yoga,69,455,3747,122,5.9,3.2,3
LOG-500900,USR-2259,2024-06-26,Walking,70,217,16808,121,6.2,1.0,4
LOG-503189,USR-2244,2024-06-26,Swimming,33,575,572,132,5.2,2.4,4
LOG-501391,USR-2149,2024-06-27,Cycling,109,493,8992,136,8.9,2.1,3
LOG-500298,USR-2070,2024-06-27,Yoga,91,755,6089,80,8.2,0.9,1
LOG-502296,USR-2187,2024-06-27,Running,28,128,13402,130,7.1,3.4,4
LOG-503046,USR-2060,2024-06-27,Cycling,102,785,11796,98,7.0,3.5,1
LOG-503443,USR-2288,2024-06-27,Yoga,113,107,6672,116,8.3,0.5,3
LOG-503028,USR-2270,2024-06-27,Walking,64,702,2775,141,7.7,3.1,3
LOG-501448,USR-2278,2024-06-28,Running,87,344,11132,125,8.0,3.9,1
LOG-501530,USR-2153,2024-06-28,Gym Workout,47,361,16223,115,8.1,3.0,5
LOG-501373,USR-2138,2024-06-28,Yoga,28,174,7127,79,8.5,1.4,3
LOG-502900,USR-2295,2024-06-28,Swimming,45,312,4534,168,8.7,1.4,1
LOG-502030,USR-2294,2024-06-28,Swimming,26,202,5262,102,4.8,3.2,3
LOG-502690,USR-2202,2024-06-29,Yoga,72,361,9826,122,6.1,3.9,2
LOG-502258,USR-2250,2024-06-29,Gym Workout,20,318,3191,92,6.5,2.7,1
LOG-502845,USR-2202,2024-06-29,Cycling,61,698,6933,136,4.5,2.5,5
LOG-500203,USR-2023,2024-06-29,Running,26,172,7400,97,5.2,1.8,5
LOG-501697,USR-2250,2024-06-29,Walking,99,70,1868,119,5.6,3.3,2
LOG-503197,USR-2254,2024-06-29,HIIT,104,621,16963,74,6.9,3.9,4
LOG-502065,USR-2038,2024-06-29,Cycling,35,653,9427,74,7.8,0.5,2
LOG-502861,USR-2232,2024-06-29,Swimming,103,551,7164,153,4.2,3.5,4
LOG-500700,USR-2202,2024-06-29,Running,76,809,11349,137,7.1,1.7,3
LOG-501666,USR-2263,2024-06-29,Gym Workout,17,896,17569,87,4.9,3.3,2
LOG-500892,USR-2299,2024-06-29,Cycling,31,499,18610,70,8.5,1.9,2
LOG-502240,USR-2013,2024-06-29,Yoga,66,240,11332,104,6.4,3.7,3
LOG-502379,USR-2289,2024-06-29,Yoga,60,868,17347,157,8.7,1.5,5
LOG-502850,USR-2001,2024-06-29,Gym Workout,98,595,15656,158,8.2,3.0,2
LOG-501583,USR-2265,2024-06-29,Walking,105,254,11383,146,8.2,3.8,2
LOG-500339,USR-2107,2024-06-30,Swimming,30,885,18748,104,4.6,3.1,2
LOG-502703,USR-2041,2024-06-30,Running,91,454,3101,115,5.8,1.4,4
LOG-500038,USR-2128,2024-06-30,Walking,117,627,1667,134,7.2,3.4,2
LOG-500220,USR-2129,2024-06-30,Gym Workout,104,523,3540,99,6.7,4.0,1
LOG-503271,USR-2230,2024-06-30,HIIT,83,392,5740,131,7.9,2.4,2
LOG-500423,USR-2252,2024-06-30,Running,21,663,3781,151,7.2,3.6,5
LOG-501361,USR-2202,2024-06-30,Swimming,81,207,6075,81,7.2,3.4,5
LOG-503099,USR-2100,2024-06-30,Cycling,116,443,3391,71,5.0,3.0,3
LOG-502203,USR-2194,2024-06-30,Yoga,57,659,4844,173,5.9,3.3,1
LOG-501681,USR-2071,2024-07-01,Gym Workout,96,133,16821,167,7.0,1.5,1
LOG-502588,USR-2101,2024-07-01,Cycling,110,704,3634,132,8.2,3.2,3
LOG-501494,USR-2234,2024-07-01,Gym Workout,41,533,18005,167,4.3,2.7,3
LOG-502794,USR-2034,2024-07-01,Cycling,61,365,7388,88,5.5,3.0,4
LOG-501028,USR-2205,2024-07-01,Yoga,83,663,12857,88,5.6,3.9,3
LOG-502755,USR-2103,2024-07-01,Cycling,111,816,9914,74,4.6,3.3,1
LOG-502963,USR-2264,2024-07-01,Walking,59,275,3753,109,5.6,1.9,2
LOG-501084,USR-2137,2024-07-01,Walking,85,363,15516,97,6.7,3.7,2
LOG-502354,USR-2112,2024-07-01,Walking,15,342,5860,142,7.6,0.7,1
LOG-501565,USR-2291,2024-07-01,Gym Workout,73,781,8716,124,5.6,2.3,4
LOG-501064,USR-2077,2024-07-01,Gym Workout,70,560,5299,84,6.6,3.8,2
LOG-501573,USR-2111,2024-07-02,Swimming,72,709,18525,92,5.7,3.9,5
LOG-501354,USR-2202,2024-07-02,Cycling,36,773,2564,105,6.3,3.7,1
LOG-502964,USR-2142,2024-07-02,Yoga,10,885,17823,130,5.2,2.7,4
LOG-501808,USR-2031,2024-07-02,Walking,40,219,8534,83,7.2,2.1,2
LOG-501852,USR-2150,2024-07-02,Swimming,116,57,17346,133,5.9,3.9,4
LOG-501180,USR-2070,2024-07-02,Swimming,108,171,15318,85,5.4,2.4,1
LOG-502605,USR-2075,2024-07-02,Running,92,523,11006,125,6.7,1.4,5
LOG-502080,USR-2207,2024-07-02,Cycling,84,557,2538,179,7.7,1.1,1
LOG-501997,USR-2134,2024-07-02,Gym Workout,109,876,12705,147,4.8,3.5,4
LOG-501694,USR-2295,2024-07-02,Yoga,98,379,2919,113,8.8,1.6,4
LOG-501005,USR-2026,2024-07-03,Running,22,574,6083,145,7.0,0.6,5
LOG-501049,USR-2229,2024-07-03,Running,48,514,7863,163,8.3,1.2,4
LOG-500567,USR-2190,2024-07-03,HIIT,19,623,19405,168,7.4,0.7,4
LOG-501718,USR-2191,2024-07-03,Cycling,105,158,17324,144,5.8,1.0,5
LOG-503345,USR-2210,2024-07-03,HIIT,57,696,15218,70,8.7,2.2,5
LOG-500496,USR-2240,2024-07-03,Swimming,16,511,8618,72,6.3,1.4,4
LOG-502336,USR-2212,2024-07-03,Running,31,775,11378,162,4.3,3.9,4
LOG-502511,USR-2215,2024-07-03,Gym Workout,71,849,4106,152,4.6,1.6,4
LOG-501156,USR-2087,2024-07-03,Yoga,27,259,11858,129,7.6,2.1,5
LOG-501837,USR-2029,2024-07-03,Gym Workout,35,519,15489,101,6.8,2.7,3
LOG-500345,USR-2271,2024-07-03,Running,50,456,19765,80,6.3,1.0,4
LOG-500468,USR-2084,2024-07-03,Cycling,13,453,14509,125,7.3,1.8,4
LOG-500920,USR-2295,2024-07-03,Swimming,84,533,12712,142,5.8,1.0,4
LOG-501179,USR-2141,2024-07-04,Swimming,24,307,13549,136,8.6,2.6,1
LOG-501524,USR-2128,2024-07-04,Swimming,46,322,17575,118,4.6,2.6,2
LOG-500561,USR-2229,2024-07-04,Gym Workout,86,176,17371,139,7.2,3.6,3
LOG-502701,USR-2207,2024-07-04,Swimming,12,194,3560,179,8.5,1.4,3
LOG-503468,USR-2284,2024-07-04,Gym Workout,56,420,18065,97,7.4,0.9,2
LOG-500965,USR-2192,2024-07-04,HIIT,49,718,11297,114,4.1,2.1,3
LOG-502246,USR-2051,2024-07-04,Swimming,22,518,16691,90,8.0,3.9,2
LOG-502471,USR-2009,2024-07-04,Yoga,46,135,4706,137,8.8,0.7,1
LOG-500492,USR-2101,2024-07-04,Gym Workout,102,472,2193,148,6.9,3.1,1
LOG-501184,USR-2042,2024-07-04,Swimming,107,347,15765,163,7.0,0.9,3
LOG-503012,USR-2064,2024-07-05,Gym Workout,62,349,8153,173,4.8,1.4,5
LOG-500676,USR-2213,2024-07-05,Yoga,35,98,7861,161,8.3,3.6,3
LOG-500916,USR-2092,2024-07-05,Gym Workout,78,760,8240,123,8.0,3.4,5
LOG-500291,USR-2075,2024-07-05,Yoga,18,595,3650,174,6.5,0.6,5
LOG-500545,USR-2085,2024-07-05,Walking,13,104,15391,146,6.3,3.9,3
LOG-501331,USR-2261,2024-07-05,HIIT,94,691,567,90,8.5,0.9,3
LOG-502914,USR-2286,2024-07-05,Walking,65,393,16743,88,4.2,3.8,5
LOG-502427,USR-2090,2024-07-05,Gym Workout,78,513,13817,90,5.2,1.2,5
LOG-502659,USR-2262,2024-07-05,Yoga,63,715,17213,76,4.4,1.9,2
LOG-502467,USR-2116,2024-07-05,Gym Workout,28,495,15047,114,8.8,1.3,1
LOG-502766,USR-2207,2024-07-05,Yoga,61,441,16509,118,4.7,3.0,1
LOG-501050,USR-2253,2024-07-05,Swimming,88,119,19500,102,7.8,2.9,1
LOG-500568,USR-2235,2024-07-05,Running,63,893,544,139,4.2,1.0,1
LOG-500569,USR-2108,2024-07-05,Gym Workout,80,543,14404,131,6.6,3.3,4
LOG-503004,USR-2007,2024-07-05,Walking,38,476,3529,178,8.0,1.6,4
LOG-501676,USR-2016,2024-07-06,Gym Workout,77,97,11334,86,4.2,2.4,3
LOG-502919,USR-2270,2024-07-06,Gym Workout,79,253,9803,130,5.5,3.6,3
LOG-502681,USR-2211,2024-07-06,Walking,68,815,18696,179,6.4,2.2,1
LOG-501977,USR-2118,2024-07-06,Walking,114,891,19366,87,7.8,2.6,3
LOG-503388,USR-2287,2024-07-06,Yoga,33,640,3496,162,7.5,2.8,5
LOG-501326,USR-2297,2024-07-06,Yoga,79,126,19784,77,4.6,2.6,5
LOG-503333,USR-2198,2024-07-06,Cycling,14,226,5970,160,4.5,0.9,2
LOG-502466,USR-2092,2024-07-07,Yoga,91,780,2284,157,7.0,4.0,2
LOG-500073,USR-2177,2024-07-07,Swimming,51,792,4280,168,7.1,3.5,4
LOG-500129,USR-2223,2024-07-07,Cycling,117,402,19212,172,5.0,1.3,3
LOG-502300,USR-2153,2024-07-07,Walking,119,395,2028,96,6.1,1.6,4
LOG-500204,USR-2044,2024-07-07,HIIT,108,407,568,157,4.8,3.5,1
LOG-501664,USR-2003,2024-07-07,Swimming,69,587,14103,157,4.9,3.3,4
LOG-501669,USR-2288,2024-07-07,Gym Workout,112,764,6572,164,6.0,3.6,3
LOG-503263,USR-2215,2024-07-07,Walking,89,887,7410,145,4.1,2.6,3
LOG-500884,USR-2083,2024-07-07,Swimming,35,318,19904,90,6.5,2.4,3
LOG-500240,USR-2039,2024-07-07,Running,51,194,2562,85,5.3,3.7,4
LOG-501261,USR-2157,2024-07-07,Walking,111,257,3008,105,4.2,3.3,5
LOG-503368,USR-2128,2024-07-08,Running,30,392,5840,78,7.3,2.4,2
LOG-503091,USR-2207,2024-07-08,Cycling,28,584,1667,92,8.9,3.5,4
LOG-501503,USR-2204,2024-07-08,Running,106,106,16815,113,8.6,3.6,3
LOG-501532,USR-2282,2024-07-08,Gym Workout,108,553,13951,131,8.0,0.6,3
LOG-503078,USR-2175,2024-07-08,HIIT,10,530,11444,75,6.3,2.4,2
LOG-500338,USR-2218,2024-07-08,Cycling,117,148,16894,160,5.9,3.8,5
LOG-500546,USR-2089,2024-07-08,Walking,114,771,8304,125,6.8,2.6,5
LOG-500107,USR-2074,2024-07-08,Running,61,873,9833,94,8.8,0.8,5
LOG-500185,USR-2246,2024-07-08,Swimming,63,197,15236,141,6.6,2.7,2
LOG-502316,USR-2197,2024-07-08,HIIT,79,255,4617,153,6.6,2.1,2
LOG-500908,USR-2290,2024-07-08,Yoga,38,683,12869,86,7.3,3.5,4
LOG-500659,USR-2138,2024-07-09,Yoga,90,201,7355,104,4.8,3.2,1
LOG-502196,USR-2034,2024-07-09,Running,72,68,18787,129,4.7,3.0,5
LOG-500281,USR-2161,2024-07-09,Swimming,97,876,15622,71,5.5,3.2,2
LOG-500687,USR-2251,2024-07-09,Cycling,118,282,15333,121,5.4,3.9,1
LOG-502842,USR-2182,2024-07-09,Swimming,104,411,1314,169,6.2,3.0,3
LOG-503163,USR-2075,2024-07-09,Cycling,102,482,11351,161,7.3,0.6,3
LOG-501082,USR-2057,2024-07-09,Swimming,43,752,13748,134,4.4,2.8,3
LOG-501917,USR-2108,2024-07-09,Cycling,117,69,2022,72,5.8,0.9,5
LOG-502757,USR-2094,2024-07-09,Cycling,37,100,10537,83,6.7,1.2,4
LOG-500424,USR-2033,2024-07-10,HIIT,15,285,15952,146,4.3,2.8,5
LOG-500241,USR-2173,2024-07-10,Running,67,220,6966,117,6.1,1.8,5
LOG-501127,USR-2038,2024-07-10,Cycling,61,274,11755,132,6.0,3.7,2
LOG-502771,USR-2013,2024-07-10,HIIT,106,866,13489,175,5.5,2.0,1
LOG-502186,USR-2152,2024-07-10,HIIT,12,110,12065,113,5.6,2.8,4
LOG-503459,USR-2020,2024-07-10,Walking,35,381,7916,151,8.3,1.4,4
LOG-501650,USR-2088,2024-07-10,Running,27,293,6353,144,5.0,3.6,2
LOG-501765,USR-2108,2024-07-10,Cycling,93,237,2125,97,6.6,2.9,5
LOG-501588,USR-2207,2024-07-10,Gym Workout,27,593,5316,136,8.7,1.4,3
LOG-503204,USR-2105,2024-07-10,Running,31,491,12733,112,7.5,2.6,5
LOG-502502,USR-2293,2024-07-10,HIIT,43,742,6565,130,7.0,3.4,4
LOG-502463,USR-2207,2024-07-11,Yoga,95,529,15096,152,8.2,3.9,3
LOG-502853,USR-2036,2024-07-11,Yoga,116,774,19685,123,7.0,0.7,4
LOG-503390,USR-2176,2024-07-11,Yoga,87,153,3296,81,8.4,2.9,5
LOG-500326,USR-2101,2024-07-11,HIIT,21,713,6816,150,5.7,2.4,1
LOG-501555,USR-2184,2024-07-11,Cycling,21,279,14903,169,8.8,2.0,1
LOG-502383,USR-2104,2024-07-12,Walking,56,150,14681,108,4.7,3.4,1
LOG-501446,USR-2027,2024-07-12,Cycling,92,739,18987,94,4.4,2.8,1
LOG-500084,USR-2078,2024-07-12,HIIT,37,603,12005,147,5.5,0.6,5
LOG-503061,USR-2206,2024-07-12,Gym Workout,58,884,10112,106,7.2,2.1,5
LOG-502570,USR-2056,2024-07-12,Yoga,21,482,13217,92,6.3,1.0,4
LOG-502820,USR-2018,2024-07-12,Gym Workout,67,239,6488,158,7.5,2.7,5
LOG-502631,USR-2143,2024-07-12,Walking,58,835,1150,145,8.9,2.5,3
LOG-502941,USR-2074,2024-07-12,Gym Workout,58,208,16747,125,8.8,4.0,3
LOG-502026,USR-2143,2024-07-12,Gym Workout,47,63,848,178,6.8,3.6,3
LOG-500363,USR-2170,2024-07-12,Running,73,681,8873,172,4.9,3.7,5
LOG-501009,USR-2115,2024-07-12,Yoga,88,196,16423,178,4.2,1.4,4
LOG-501678,USR-2112,2024-07-12,Swimming,87,753,4414,85,6.1,2.6,3
LOG-501458,USR-2026,2024-07-12,Running,24,676,13571,102,4.1,3.3,1
LOG-502037,USR-2194,2024-07-12,HIIT,35,504,9822,133,7.7,2.3,4
LOG-500993,USR-2129,2024-07-13,Yoga,44,167,11392,119,4.8,0.9,2
LOG-502228,USR-2131,2024-07-13,Gym Workout,83,684,19263,113,4.4,3.1,5
LOG-501684,USR-2069,2024-07-13,Running,44,727,12940,128,7.9,1.8,3
LOG-503034,USR-2144,2024-07-13,Cycling,108,599,18234,97,7.4,2.0,5
LOG-503408,USR-2034,2024-07-13,HIIT,56,429,1713,162,7.8,2.8,4
LOG-500839,USR-2031,2024-07-13,Walking,37,742,10888,144,8.1,3.3,3
LOG-501036,USR-2137,2024-07-14,Running,109,558,6657,92,4.5,1.8,2
LOG-500616,USR-2281,2024-07-14,Walking,114,602,13621,133,8.1,3.5,4
LOG-501002,USR-2240,2024-07-14,Yoga,57,111,9680,114,7.4,3.4,3
LOG-501981,USR-2157,2024-07-14,Running,26,336,4330,92,8.7,1.8,4
LOG-500912,USR-2011,2024-07-14,HIIT,38,577,17899,134,7.1,0.5,5
LOG-500374,USR-2049,2024-07-14,Yoga,55,810,6963,162,6.0,1.8,3
LOG-500624,USR-2112,2024-07-14,Yoga,74,446,7680,161,6.7,1.5,4
LOG-501387,USR-2006,2024-07-14,Walking,35,52,4935,77,6.0,1.4,5
LOG-502700,USR-2011,2024-07-14,Gym Workout,36,320,18941,174,5.0,1.9,5
LOG-501291,USR-2297,2024-07-14,Cycling,77,896,3817,124,6.9,0.7,5
LOG-502185,USR-2017,2024-07-14,HIIT,59,156,12970,75,4.1,1.4,2
LOG-502606,USR-2163,2024-07-14,Yoga,96,565,15661,137,7.5,2.1,1
LOG-502647,USR-2175,2024-07-15,Gym Workout,107,114,2928,128,7.1,2.3,4
LOG-501942,USR-2091,2024-07-15,Gym Workout,94,102,11126,155,5.6,0.8,3
LOG-500660,USR-2032,2024-07-15,Running,19,222,16558,122,5.5,2.9,2
LOG-501460,USR-2270,2024-07-15,HIIT,118,762,15635,144,8.3,1.4,1
LOG-500711,USR-2094,2024-07-15,Running,12,255,8825,168,8.8,3.6,3
LOG-501001,USR-2160,2024-07-15,Walking,93,715,4572,74,6.6,3.5,3
LOG-502220,USR-2183,2024-07-15,HIIT,116,496,10001,159,4.9,3.6,2
LOG-502725,USR-2235,2024-07-16,Yoga,50,411,2370,73,6.4,1.4,1
LOG-502967,USR-2084,2024-07-16,Cycling,51,619,1493,163,8.8,2.6,5
LOG-502891,USR-2107,2024-07-16,Gym Workout,84,883,874,177,4.0,1.1,3
LOG-500503,USR-2252,2024-07-16,Walking,15,459,13529,163,5.6,0.8,4
LOG-502318,USR-2029,2024-07-16,Swimming,46,731,16242,138,6.3,0.9,2
LOG-501451,USR-2159,2024-07-16,Walking,82,498,3667,110,8.6,2.6,4
LOG-503399,USR-2109,2024-07-16,Walking,96,491,1995,80,6.5,1.1,5
LOG-501982,USR-2218,2024-07-16,Cycling,114,202,16022,77,8.4,3.3,1
LOG-501971,USR-2268,2024-07-16,Running,38,153,12644,105,5.5,3.3,1
LOG-503282,USR-2117,2024-07-16,Walking,88,754,7320,90,4.1,3.7,1
LOG-501620,USR-2072,2024-07-16,HIIT,84,523,6911,174,8.7,2.0,1
LOG-501621,USR-2265,2024-07-16,Cycling,60,592,10167,115,7.3,1.2,5
LOG-502892,USR-2137,2024-07-16,Gym Workout,82,190,16507,107,8.6,1.5,5
LOG-501126,USR-2162,2024-07-16,Gym Workout,69,422,7004,71,8.8,3.0,3
LOG-503291,USR-2120,2024-07-16,Cycling,61,826,11148,127,8.5,1.6,3
LOG-501871,USR-2101,2024-07-16,Cycling,36,631,10956,134,8.1,4.0,2
LOG-502706,USR-2044,2024-07-17,Cycling,65,559,7593,131,4.4,2.4,4
LOG-500137,USR-2046,2024-07-17,Walking,85,865,9965,87,5.1,0.8,5
LOG-502409,USR-2254,2024-07-17,Yoga,24,352,19752,143,5.6,3.1,1
LOG-501431,USR-2172,2024-07-17,Walking,17,395,16439,147,5.0,3.3,4
LOG-502838,USR-2103,2024-07-17,Cycling,10,320,8132,131,4.2,1.8,1
LOG-502315,USR-2143,2024-07-17,HIIT,109,106,18628,86,6.2,1.9,3
LOG-502321,USR-2080,2024-07-17,Cycling,87,352,2739,161,5.8,2.1,5
LOG-501712,USR-2287,2024-07-17,Yoga,23,602,9160,113,4.1,0.6,1
LOG-501987,USR-2002,2024-07-17,Gym Workout,76,373,13875,144,7.1,1.9,1
LOG-500705,USR-2101,2024-07-18,Gym Workout,75,596,5769,137,6.4,1.3,3
LOG-501586,USR-2030,2024-07-18,Cycling,104,364,11277,98,7.8,2.6,2
LOG-503389,USR-2211,2024-07-18,Walking,75,282,1302,93,8.0,3.5,1
LOG-503264,USR-2194,2024-07-18,Yoga,112,755,6780,155,8.0,2.3,4
LOG-500665,USR-2165,2024-07-18,Cycling,63,472,15505,117,6.0,2.4,2
LOG-500409,USR-2036,2024-07-18,Running,96,724,4896,131,7.1,1.8,5
LOG-501476,USR-2114,2024-07-18,Running,25,568,7693,123,7.4,2.1,4
LOG-500169,USR-2125,2024-07-18,Swimming,102,175,15706,87,7.3,1.1,2
LOG-500940,USR-2204,2024-07-19,Walking,30,203,6839,85,7.2,1.4,4
LOG-501011,USR-2226,2024-07-19,Walking,32,592,5620,73,8.4,1.2,5
LOG-502509,USR-2033,2024-07-19,Running,17,76,12837,154,6.1,2.4,3
LOG-501143,USR-2112,2024-07-19,Yoga,118,458,15927,87,8.0,3.2,2
LOG-500093,USR-2100,2024-07-19,Cycling,83,412,17580,87,7.6,0.7,5
LOG-500795,USR-2242,2024-07-19,HIIT,66,792,2765,108,8.8,2.8,3
LOG-501081,USR-2076,2024-07-19,Walking,119,714,10065,113,8.4,1.9,5
LOG-500072,USR-2223,2024-07-19,Gym Workout,65,884,15201,144,5.7,2.1,4
LOG-502371,USR-2085,2024-07-19,Swimming,70,329,11421,145,7.0,0.6,2
LOG-501937,USR-2005,2024-07-19,Running,51,231,13568,163,6.3,1.7,3
